,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
214,2008-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,11,170.04,169.25,East North Central Division
215,2008-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,12,168.36,169.3,East North Central Division
216,2009-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,1,170.65,172.55,East North Central Division
217,2009-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,2,170.12,171.65,East North Central Division
218,2009-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,3,169.23,170.11,East North Central Division
219,2009-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,4,169.42,168.72,East North Central Division
220,2009-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,5,173.22,169.88,East North Central Division
221,2009-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,6,172.39,168.5,East North Central Division
222,2009-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,7,171.03,167.36,East North Central Division
223,2009-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,8,170.47,166.97,East North Central Division
224,2009-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,9,169.79,167.46,East North Central Division
225,2009-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,10,168.12,166.53,East North Central Division
226,2009-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,11,169.0,167.96,East North Central Division
227,2009-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,12,164.73,165.78,East North Central Division
228,2010-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,1,163.35,165.47,East North Central Division
229,2010-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,2,163.04,164.89,East North Central Division
230,2010-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,3,163.68,164.86,East North Central Division
231,2010-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,4,165.62,164.99,East North Central Division
232,2010-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,5,168.44,165.06,East North Central Division
233,2010-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,6,167.37,163.3,East North Central Division
234,2010-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,7,166.49,162.51,East North Central Division
235,2010-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,8,166.62,162.96,East North Central Division
236,2010-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,9,163.54,161.0,East North Central Division
237,2010-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,10,164.87,163.26,East North Central Division
238,2010-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,11,163.49,162.28,East North Central Division
239,2010-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2010,12,159.15,160.23,East North Central Division
240,2011-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,1,157.5,159.85,East North Central Division
241,2011-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,2,156.25,158.4,East North Central Division
242,2011-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,3,153.84,155.17,East North Central Division
243,2011-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,4,156.12,155.47,East North Central Division
244,2011-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,5,159.47,156.23,East North Central Division
245,2011-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,6,161.34,157.21,East North Central Division
246,2011-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,7,162.78,158.54,East North Central Division
247,2011-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,8,160.51,156.78,East North Central Division
248,2011-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,9,160.1,157.44,East North Central Division
249,2011-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,10,157.74,156.17,East North Central Division
250,2011-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,11,159.72,158.49,East North Central Division
251,2011-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2011,12,156.55,157.72,East North Central Division
252,2012-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,1,154.28,156.84,East North Central Division
253,2012-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,2,154.59,156.96,East North Central Division
254,2012-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,3,156.59,157.95,East North Central Division
255,2012-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,4,159.55,158.7,East North Central Division
256,2012-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,5,163.25,159.95,East North Central Division
257,2012-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,6,164.67,160.19,East North Central Division
258,2012-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,7,164.74,160.14,East North Central Division
259,2012-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,8,164.95,160.99,East North Central Division
260,2012-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,9,164.27,161.41,East North Central Division
261,2012-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,10,163.59,162.09,East North Central Division
262,2012-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,11,162.22,161.05,East North Central Division
263,2012-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2012,12,160.45,161.71,East North Central Division
264,2013-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,1,160.44,163.35,East North Central Division
265,2013-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,2,161.34,163.94,East North Central Division
266,2013-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,3,164.19,165.4,East North Central Division
267,2013-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,4,167.53,166.42,East North Central Division
268,2013-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,5,170.52,167.13,East North Central Division
269,2013-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,6,172.78,167.87,East North Central Division
270,2013-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,7,174.04,169.07,East North Central Division
271,2013-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,8,173.61,169.4,East North Central Division
272,2013-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,9,172.94,169.95,East North Central Division
273,2013-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,10,171.61,170.17,East North Central Division
274,2013-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,11,171.15,170.18,East North Central Division
275,2013-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2013,12,170.23,171.65,East North Central Division
276,2014-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,1,169.05,172.25,East North Central Division
277,2014-02-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,2,169.52,172.17,East North Central Division
278,2014-03-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,3,171.93,172.82,East North Central Division
279,2014-04-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,4,175.27,173.88,East North Central Division
280,2014-05-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,5,176.89,173.39,East North Central Division
281,2014-06-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,6,179.24,174.03,East North Central Division
282,2014-07-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,7,180.35,175.22,East North Central Division
283,2014-08-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,8,180.19,175.93,East North Central Division
284,2014-09-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,9,179.26,176.24,East North Central Division
285,2014-10-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,10,178.76,177.42,East North Central Division
286,2014-11-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,11,177.59,176.87,East North Central Division
287,2014-12-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2014,12,177.44,178.9,East North Central Division
288,2015-01-01,traditional,purchase-only,monthly,USA or Census Division,East North Central Division,DV_ENC,2015,1,174.5,177.76,East North Central Division
