,date,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa,location
809,1997-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,2,101.88,102.54,Middle Atlantic Division
810,1997-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,3,102.52,102.47,Middle Atlantic Division
811,1997-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,4,103.04,102.86,Middle Atlantic Division
812,1997-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,5,104.4,103.62,Middle Atlantic Division
813,1997-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,6,104.35,102.83,Middle Atlantic Division
814,1997-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,7,104.71,103.06,Middle Atlantic Division
815,1997-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,8,105.11,103.45,Middle Atlantic Division
816,1997-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,9,104.09,103.17,Middle Atlantic Division
817,1997-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,10,105.31,104.52,Middle Atlantic Division
818,1997-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,11,103.87,103.53,Middle Atlantic Division
819,1997-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,12,104.37,104.22,Middle Atlantic Division
820,1998-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,1,104.01,104.16,Middle Atlantic Division
821,1998-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,2,104.28,104.97,Middle Atlantic Division
822,1998-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,3,105.71,105.74,Middle Atlantic Division
823,1998-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,4,106.3,106.16,Middle Atlantic Division
824,1998-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,5,106.99,106.26,Middle Atlantic Division
825,1998-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,6,108.74,107.06,Middle Atlantic Division
826,1998-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,7,108.7,106.99,Middle Atlantic Division
827,1998-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,8,109.41,107.71,Middle Atlantic Division
828,1998-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,9,109.45,108.4,Middle Atlantic Division
829,1998-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,10,109.36,108.52,Middle Atlantic Division
830,1998-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,11,109.48,109.05,Middle Atlantic Division
831,1998-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,12,110.12,109.95,Middle Atlantic Division
832,1999-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,1,110.49,110.55,Middle Atlantic Division
833,1999-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,2,110.02,110.75,Middle Atlantic Division
834,1999-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,3,110.67,110.77,Middle Atlantic Division
835,1999-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,4,111.72,111.64,Middle Atlantic Division
836,1999-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,5,113.21,112.54,Middle Atlantic Division
837,1999-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,6,115.35,113.51,Middle Atlantic Division
838,1999-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,7,116.16,114.34,Middle Atlantic Division
839,1999-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,8,116.69,114.9,Middle Atlantic Division
840,1999-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,9,116.36,115.12,Middle Atlantic Division
841,1999-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,10,117.2,116.27,Middle Atlantic Division
842,1999-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,11,117.24,116.68,Middle Atlantic Division
843,1999-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,12,117.26,117.07,Middle Atlantic Division
844,2000-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,1,119.06,119.03,Middle Atlantic Division
845,2000-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,2,117.69,118.42,Middle Atlantic Division
846,2000-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,3,119.33,119.54,Middle Atlantic Division
847,2000-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,4,120.56,120.57,Middle Atlantic Division
848,2000-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,5,121.64,121.0,Middle Atlantic Division
849,2000-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,6,123.9,121.91,Middle Atlantic Division
850,2000-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,7,124.53,122.62,Middle Atlantic Division
851,2000-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,8,125.09,123.2,Middle Atlantic Division
852,2000-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,9,126.24,124.75,Middle Atlantic Division
853,2000-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,10,126.17,125.16,Middle Atlantic Division
854,2000-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,11,127.17,126.44,Middle Atlantic Division
855,2000-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,12,127.64,127.46,Middle Atlantic Division
856,2001-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,1,128.05,127.95,Middle Atlantic Division
857,2001-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,2,128.48,129.19,Middle Atlantic Division
858,2001-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,3,129.71,130.03,Middle Atlantic Division
859,2001-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,4,130.68,130.76,Middle Atlantic Division
860,2001-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,5,132.4,131.74,Middle Atlantic Division
861,2001-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,6,135.12,133.01,Middle Atlantic Division
862,2001-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,7,136.03,133.97,Middle Atlantic Division
863,2001-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,8,137.52,135.5,Middle Atlantic Division
864,2001-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,9,138.13,136.41,Middle Atlantic Division
865,2001-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,10,138.35,137.23,Middle Atlantic Division
866,2001-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,11,139.51,138.61,Middle Atlantic Division
867,2001-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,12,139.31,139.12,Middle Atlantic Division
868,2002-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,1,140.64,140.51,Middle Atlantic Division
869,2002-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,2,141.03,141.68,Middle Atlantic Division
870,2002-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,3,142.78,143.2,Middle Atlantic Division
871,2002-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,4,144.38,144.51,Middle Atlantic Division
872,2002-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,5,146.96,146.23,Middle Atlantic Division
873,2002-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,6,149.26,147.03,Middle Atlantic Division
874,2002-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,7,150.97,148.73,Middle Atlantic Division
875,2002-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,8,152.57,150.33,Middle Atlantic Division
876,2002-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,9,153.46,151.5,Middle Atlantic Division
877,2002-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,10,154.33,153.05,Middle Atlantic Division
878,2002-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,11,154.95,153.9,Middle Atlantic Division
879,2002-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,12,156.49,156.32,Middle Atlantic Division
880,2003-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,1,157.44,157.27,Middle Atlantic Division
881,2003-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,2,158.61,159.23,Middle Atlantic Division
882,2003-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,3,159.18,159.66,Middle Atlantic Division
883,2003-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,4,161.05,161.18,Middle Atlantic Division
884,2003-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,5,163.5,162.66,Middle Atlantic Division
885,2003-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,6,165.63,163.24,Middle Atlantic Division
886,2003-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,7,167.27,164.82,Middle Atlantic Division
887,2003-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,8,169.46,166.98,Middle Atlantic Division
888,2003-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,9,170.91,168.78,Middle Atlantic Division
889,2003-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,10,171.01,169.54,Middle Atlantic Division
890,2003-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,11,172.16,171.02,Middle Atlantic Division
891,2003-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,12,173.6,173.45,Middle Atlantic Division
892,2004-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,1,174.38,174.2,Middle Atlantic Division
893,2004-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,2,176.24,176.85,Middle Atlantic Division
894,2004-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,3,176.65,177.13,Middle Atlantic Division
895,2004-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,4,179.65,179.77,Middle Atlantic Division
896,2004-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,5,182.67,181.65,Middle Atlantic Division
897,2004-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,6,186.11,183.49,Middle Atlantic Division
898,2004-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,7,187.68,185.01,Middle Atlantic Division
899,2004-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,8,188.91,186.09,Middle Atlantic Division
900,2004-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,9,189.78,187.53,Middle Atlantic Division
901,2004-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,10,192.29,190.6,Middle Atlantic Division
902,2004-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,11,193.47,192.31,Middle Atlantic Division
903,2004-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,12,194.42,194.32,Middle Atlantic Division
904,2005-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,1,195.71,195.52,Middle Atlantic Division
905,2005-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,2,195.4,196.01,Middle Atlantic Division
906,2005-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,3,197.76,198.16,Middle Atlantic Division
907,2005-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,4,199.98,200.02,Middle Atlantic Division
908,2005-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,5,201.86,200.51,Middle Atlantic Division
909,2005-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,6,206.0,203.11,Middle Atlantic Division
910,2005-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,7,209.71,206.81,Middle Atlantic Division
911,2005-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,8,210.74,207.55,Middle Atlantic Division
912,2005-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,9,212.02,209.68,Middle Atlantic Division
913,2005-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,10,212.12,210.25,Middle Atlantic Division
914,2005-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,11,213.07,211.94,Middle Atlantic Division
915,2005-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,12,212.9,212.8,Middle Atlantic Division
916,2006-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,1,214.38,214.25,Middle Atlantic Division
917,2006-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,2,213.1,213.73,Middle Atlantic Division
918,2006-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,3,215.3,215.53,Middle Atlantic Division
919,2006-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,4,216.18,216.11,Middle Atlantic Division
920,2006-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,5,217.84,216.1,Middle Atlantic Division
921,2006-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,6,219.63,216.63,Middle Atlantic Division
922,2006-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,7,217.93,214.92,Middle Atlantic Division
923,2006-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,8,220.02,216.59,Middle Atlantic Division
924,2006-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,9,218.32,216.08,Middle Atlantic Division
925,2006-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,10,218.45,216.49,Middle Atlantic Division
926,2006-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,11,217.68,216.62,Middle Atlantic Division
927,2006-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,12,215.83,215.69,Middle Atlantic Division
928,2007-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,1,216.65,216.59,Middle Atlantic Division
929,2007-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,2,216.32,216.95,Middle Atlantic Division
930,2007-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,3,218.09,218.14,Middle Atlantic Division
931,2007-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,4,220.78,220.71,Middle Atlantic Division
932,2007-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,5,220.6,218.55,Middle Atlantic Division
933,2007-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,6,221.56,218.57,Middle Atlantic Division
934,2007-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,7,220.96,217.86,Middle Atlantic Division
935,2007-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,8,220.46,217.0,Middle Atlantic Division
936,2007-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,9,218.57,216.6,Middle Atlantic Division
937,2007-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,10,218.84,216.76,Middle Atlantic Division
938,2007-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,11,216.81,215.82,Middle Atlantic Division
939,2007-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,12,216.11,215.99,Middle Atlantic Division
940,2008-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,1,214.96,215.1,Middle Atlantic Division
941,2008-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,2,214.02,214.7,Middle Atlantic Division
942,2008-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,3,213.94,214.04,Middle Atlantic Division
943,2008-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,4,212.1,212.02,Middle Atlantic Division
944,2008-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,5,214.24,212.09,Middle Atlantic Division
945,2008-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,6,213.03,210.13,Middle Atlantic Division
946,2008-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,7,212.51,209.32,Middle Atlantic Division
947,2008-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,8,211.56,208.22,Middle Atlantic Division
948,2008-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,9,210.71,208.87,Middle Atlantic Division
949,2008-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,10,207.67,205.51,Middle Atlantic Division
950,2008-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,11,206.23,205.27,Middle Atlantic Division
951,2008-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,12,203.09,202.96,Middle Atlantic Division
952,2009-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,1,202.91,203.18,Middle Atlantic Division
953,2009-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,2,203.82,204.6,Middle Atlantic Division
954,2009-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,3,203.65,203.92,Middle Atlantic Division
955,2009-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,4,202.73,202.63,Middle Atlantic Division
956,2009-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,5,203.88,201.69,Middle Atlantic Division
957,2009-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,6,202.99,199.98,Middle Atlantic Division
958,2009-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,7,204.02,200.65,Middle Atlantic Division
959,2009-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,8,204.41,201.16,Middle Atlantic Division
960,2009-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,9,201.7,199.88,Middle Atlantic Division
961,2009-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,10,203.25,200.99,Middle Atlantic Division
962,2009-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,11,201.88,200.83,Middle Atlantic Division
963,2009-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,12,201.56,201.42,Middle Atlantic Division
964,2010-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,1,200.66,201.1,Middle Atlantic Division
965,2010-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,2,201.41,202.44,Middle Atlantic Division
966,2010-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,3,200.11,200.72,Middle Atlantic Division
967,2010-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,4,199.27,199.07,Middle Atlantic Division
968,2010-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,5,201.84,199.63,Middle Atlantic Division
969,2010-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,6,203.2,199.85,Middle Atlantic Division
970,2010-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,7,202.44,198.7,Middle Atlantic Division
971,2010-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,8,200.61,197.28,Middle Atlantic Division
972,2010-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,9,198.91,196.97,Middle Atlantic Division
973,2010-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,10,200.84,198.54,Middle Atlantic Division
974,2010-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,11,198.58,197.41,Middle Atlantic Division
975,2010-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,12,195.84,195.78,Middle Atlantic Division
976,2011-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,1,194.14,194.7,Middle Atlantic Division
977,2011-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,2,193.18,194.56,Middle Atlantic Division
978,2011-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,3,192.03,192.95,Middle Atlantic Division
979,2011-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,4,195.01,194.78,Middle Atlantic Division
980,2011-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,5,194.1,191.84,Middle Atlantic Division
981,2011-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,6,196.34,192.62,Middle Atlantic Division
982,2011-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,7,196.82,192.91,Middle Atlantic Division
983,2011-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,8,195.71,192.32,Middle Atlantic Division
984,2011-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,9,194.24,192.24,Middle Atlantic Division
985,2011-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,10,192.63,190.51,Middle Atlantic Division
986,2011-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,11,190.46,189.26,Middle Atlantic Division
987,2011-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,12,189.88,189.96,Middle Atlantic Division
988,2012-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,1,190.31,191.05,Middle Atlantic Division
989,2012-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,2,187.67,189.37,Middle Atlantic Division
990,2012-03-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,3,190.35,191.58,Middle Atlantic Division
991,2012-04-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,4,191.21,190.92,Middle Atlantic Division
992,2012-05-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,5,193.7,191.35,Middle Atlantic Division
993,2012-06-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,6,195.7,191.57,Middle Atlantic Division
994,2012-07-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,7,195.14,191.03,Middle Atlantic Division
995,2012-08-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,8,194.93,191.35,Middle Atlantic Division
996,2012-09-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,9,195.27,193.14,Middle Atlantic Division
997,2012-10-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,10,192.57,190.64,Middle Atlantic Division
998,2012-11-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,11,193.63,192.46,Middle Atlantic Division
999,2012-12-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,12,193.01,193.25,Middle Atlantic Division
1000,2013-01-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,1,191.65,192.49,Middle Atlantic Division
1001,2013-02-01,traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,2,192.48,194.51,Middle Atlantic Division
